state_ut,district,year,murder,attempt_to_murder,culpable_homicide_not_amounting_to_murder,rape,custodial_rape,other_rape,kidnapping_and_abduction,kidnapping_and_abduction_of_women_and_girls,kidnapping_and_abduction_of_others,dacoity,preparation_and_assembly_for_dacoity,robbery,burglary,theft,auto_theft,other_theft,riots,criminal_breach_of_trust,cheating,counterfeiting,arson,hurt_grievous_hurt,dowry_deaths,assault_on_women_with_intent_to_outrage_her_modesty,insult_to_modesty_of_women,cruelty_by_husband_or_his_relatives,importation_of_girls_from_foreign_countries,causing_death_by_negligence,other_ipc_crimes,total_ipc_crimes,destrict,voilent_crime_total,women_crime_total,property_crime_total,economic_crime_total
MAHARASHTRA,YAVATMAL,2018,66,110,15,142,0,111,129,122,13,21,2,186,608,876,326,795,386,22,259,4,82,991,34,191,147,330,0,317,4891,11176,YAVATMAL,2061,1077,2814,285
MAHARASHTRA,YAVATMAL,2018,81,91,20,130,0,122,156,112,28,19,3,144,522,1604,279,1422,314,52,169,0,83,2205,15,462,885,436,2,297,6371,16024,YAVATMAL,3153,2164,3993,221
MAHARASHTRA,YAVATMAL,2019,63,121,18,172,0,117,144,141,16,24,1,203,701,875,362,777,455,22,294,4,88,1008,41,190,170,349,0,358,5563,12277,YAVATMAL,2236,1180,2943,320
MAHARASHTRA,YAVATMAL,2019,83,93,20,132,1,118,162,108,29,18,3,146,524,1741,302,1418,347,55,163,0,89,2269,15,473,907,446,2,298,6406,16368,YAVATMAL,3257,2202,4152,218
MAHARASHTRA,YAVATMAL,2020,62,125,20,201,0,137,150,157,19,25,1,239,809,811,410,792,541,23,347,5,87,1031,49,211,194,354,1,373,6517,13691,YAVATMAL,2402,1304,3087,375
MAHARASHTRA,YAVATMAL,2020,86,96,20,125,1,127,172,111,30,18,1,162,545,1637,335,1338,349,56,160,1,98,2555,16,482,897,491,2,311,7199,17421,YAVATMAL,3558,2252,4036,217
MAHARASHTRA,YAVATMAL,2021,59,132,24,232,0,151,171,186,21,30,1,270,988,810,487,790,625,22,399,6,102,1047,54,230,229,421,4,376,7694,15561,YAVATMAL,2549,1507,3376,427
MAHARASHTRA,YAVATMAL,2021,87,101,22,129,0,132,172,113,29,18,0,168,565,1663,310,1380,356,60,161,1,106,2744,17,508,961,527,2,316,7271,17919,YAVATMAL,3772,2389,4104,222
MAHARASHTRA,YAVATMAL,2022,56,139,29,263,0,178,188,205,23,29,0,341,1140,794,536,795,737,22,446,6,115,1054,62,248,264,386,4,432,8634,17126,YAVATMAL,2772,1610,3635,474
MAHARASHTRA,YAVATMAL,2022,81,104,22,135,0,145,183,128,30,17,1,192,562,1772,317,1333,361,67,163,1,108,2631,16,530,876,519,3,312,7183,17792,YAVATMAL,3662,2352,4194,231
MAHARASHTRA,YAVATMAL,2023,59,151,34,311,0,210,206,237,25,31,0,383,1182,797,555,788,849,23,526,7,121,1189,69,261,294,386,4,410,11136,20244,YAVATMAL,3072,1772,3736,556
MAHARASHTRA,YAVATMAL,2023,81,109,23,152,0,145,194,124,33,18,0,189,573,1886,320,1369,376,74,158,2,115,2770,17,558,878,544,5,330,7791,18834,YAVATMAL,3858,2423,4355,234
MAHARASHTRA,ZZ TOTAL,2013,2512,2428,203,3063,0,3063,2640,1874,766,833,263,9746,18328,52670,18394,34276,9610,2206,10215,242,1197,30796,320,8132,2632,8542,0,12575,55232,292758,ZZ TOTAL,61507,27626,134510,12663
MAHARASHTRA,ZZ TOTAL,2014,2274,2315,206,3383,0,2949,2685,1796,761,846,262,9713,18910,57255,20322,34293,10475,2416,11503,248,1289,31238,325,8461,2846,8159,1,13245,54824,303000,ZZ TOTAL,63461,27920,141601,14167
MAHARASHTRA,ZZ TOTAL,2015,2216,2170,216,3506,1,2884,2729,1706,796,898,296,9151,17101,58566,18892,33970,10851,2496,11853,255,1299,33126,336,9000,3154,7957,1,14077,56200,305703,ZZ TOTAL,66498,28545,138874,14604
MAHARASHTRA,ZZ TOTAL,2016,2087,2263,241,3647,0,2571,2747,1707,745,944,312,9393,17998,56089,20186,35448,11823,2716,11971,268,1316,35227,366,9177,3308,7754,1,14247,55479,310031,ZZ TOTAL,69901,28531,140370,14955
MAHARASHTRA,ZZ TOTAL,2017,2146,2183,259,3739,0,2655,2793,1770,799,895,304,9327,19125,55018,20320,33949,13113,2846,11383,289,1221,35921,346,9138,2960,7667,2,14780,61602,316550,ZZ TOTAL,72487,28277,138938,14518
MAHARASHTRA,ZZ TOTAL,2018,2222,2125,269,4084,0,2789,2762,1769,785,943,309,9210,20278,55355,21302,33793,13883,2939,11406,272,1248,37114,363,10066,3121,7397,3,15890,65779,327476,ZZ TOTAL,75950,29592,141190,14617
MAHARASHTRA,ZZ TOTAL,2019,2106,2087,282,4224,0,2919,2823,1864,828,932,336,9025,20055,53595,23212,36986,14542,2750,12296,269,1238,39931,353,9618,3117,7292,4,17310,61196,331190,ZZ TOTAL,80835,29391,144141,15315
MAHARASHTRA,ZZ TOTAL,2020,2193,2278,306,3978,0,2907,3002,2124,889,937,312,8718,19469,54413,22670,36366,14431,2801,12724,271,1091,41397,349,9806,3417,7506,4,19015,65687,339061,ZZ TOTAL,83947,30091,142885,15796
MAHARASHTRA,ZZ TOTAL,2021,2230,2255,335,4209,0,2760,3263,2032,908,942,297,9247,19570,52314,23667,34139,14850,2987,13863,261,1049,41027,348,9432,3592,7622,5,19448,68478,341130,ZZ TOTAL,84702,30000,140176,17111
MAHARASHTRA,ZZ TOTAL,2022,2318,2058,335,4418,0,2757,3336,2048,864,965,301,10201,20381,54151,24693,35187,15054,2685,15594,251,1142,41558,347,9497,3906,7525,7,18863,75138,355580,ZZ TOTAL,84951,30505,145879,18530
MAHARASHTRA,ZZ TOTAL,2023,2245,1976,315,4707,0,2597,3146,1856,863,956,291,10430,21584,55667,26448,33707,15150,2657,15316,249,1223,43751,338,9860,3518,8108,8,19003,80984,366953,ZZ TOTAL,87485,30992,149083,18222
MANIPUR,BISHNUPUR,2001,29,25,1,1,0,1,3,3,0,3,0,2,6,11,1,10,11,3,3,1,7,21,0,0,0,1,0,0,98,241,BISHNUPUR,88,6,33,7
MANIPUR,BISHNUPUR,2002,24,23,0,2,0,2,20,7,13,1,0,0,5,9,0,9,5,4,8,1,2,66,0,9,0,1,0,1,112,324,BISHNUPUR,121,21,24,13
MANIPUR,BISHNUPUR,2003,22,42,1,2,0,2,10,6,4,0,0,0,6,11,0,11,8,0,6,0,1,46,0,16,0,0,0,0,103,297,BISHNUPUR,121,26,28,6
MANIPUR,BISHNUPUR,2004,19,48,0,3,0,3,14,8,6,0,2,0,5,26,0,26,14,0,3,0,29,36,0,7,0,1,0,0,76,326,BISHNUPUR,120,22,59,3
MANIPUR,BISHNUPUR,2005,30,38,0,3,0,3,7,5,2,0,0,0,5,19,0,19,6,0,8,0,4,38,0,3,0,1,0,0,178,369,BISHNUPUR,115,15,43,8
MANIPUR,BISHNUPUR,2006,14,27,1,1,0,1,9,5,4,0,0,0,1,18,1,17,4,8,6,0,4,38,0,6,0,2,0,1,149,317,BISHNUPUR,86,15,37,14
MANIPUR,BISHNUPUR,2007,31,31,1,4,0,4,9,6,3,0,9,0,5,38,6,32,11,3,9,0,3,53,0,21,0,0,0,0,139,418,BISHNUPUR,131,35,90,12
MANIPUR,BISHNUPUR,2008,16,43,0,3,0,3,14,11,3,0,23,0,9,35,9,26,6,0,13,1,2,37,0,16,0,4,0,0,105,379,BISHNUPUR,105,37,102,14
MANIPUR,BISHNUPUR,2009,16,35,0,2,0,2,7,5,2,0,16,0,5,20,8,12,3,0,9,0,12,30,0,10,0,0,0,0,103,297,BISHNUPUR,86,19,61,9
MANIPUR,BISHNUPUR,2010,14,28,0,6,0,6,20,12,8,0,12,1,9,28,8,20,6,1,9,0,10,39,0,7,0,4,0,0,126,374,BISHNUPUR,93,35,78,10
MANIPUR,BISHNUPUR,2011,5,24,1,2,0,2,18,11,7,0,11,0,7,40,19,21,7,1,12,0,10,36,0,11,0,3,0,1,122,371,BISHNUPUR,76,29,98,13
MANIPUR,BISHNUPUR,2012,10,36,0,11,0,11,12,7,5,0,7,0,6,42,28,14,3,3,4,0,5,20,0,3,0,4,0,1,147,379,BISHNUPUR,81,36,97,7
MANIPUR,BISHNUPUR,2013,6,14,0,7,0,7,7,4,3,0,8,0,12,45,27,18,6,2,5,0,1,13,0,3,0,1,0,0,104,293,BISHNUPUR,46,22,110,7
MANIPUR,BISHNUPUR,2014,9,37,0,14,2,15,14,7,5,0,7,1,7,49,35,14,4,3,4,0,4,18,1,3,1,5,0,1,173,433,BISHNUPUR,84,48,113,7
MANIPUR,BISHNUPUR,2014,8,14,1,7,0,8,6,6,5,0,8,0,12,45,26,18,7,3,5,1,0,14,1,5,0,2,0,0,110,312,BISHNUPUR,52,29,109,9
MANIPUR,BISHNUPUR,2015,7,36,0,14,2,15,18,8,6,0,7,1,7,61,41,16,3,3,3,0,4,16,0,4,1,5,2,2,207,489,BISHNUPUR,78,51,133,6
MANIPUR,BISHNUPUR,2015,8,14,2,7,0,8,7,6,7,0,9,0,13,47,27,18,9,5,5,0,3,16,1,5,0,2,0,0,104,323,BISHNUPUR,57,29,114,10
MANIPUR,BISHNUPUR,2016,5,34,0,17,2,18,20,9,8,0,7,1,8,74,49,17,4,5,2,0,4,12,0,5,1,6,3,1,224,536,BISHNUPUR,73,61,156,7
MANIPUR,BISHNUPUR,2016,9,13,1,8,1,9,7,6,8,2,9,0,15,48,28,19,8,6,7,0,3,18,1,6,0,2,0,1,113,348,BISHNUPUR,59,33,121,13
MANIPUR,BISHNUPUR,2017,6,34,2,20,0,20,23,11,9,0,6,0,8,79,57,20,4,7,0,1,3,10,0,5,2,6,4,0,258,595,BISHNUPUR,76,68,170,8
MANIPUR,BISHNUPUR,2017,8,13,0,10,2,9,7,6,8,0,8,0,17,51,30,19,9,6,5,0,2,18,0,7,0,3,0,2,113,353,BISHNUPUR,60,37,125,11
MANIPUR,BISHNUPUR,2018,6,34,1,24,1,23,28,12,11,0,5,0,8,94,69,22,6,7,0,2,1,8,0,4,0,7,5,0,280,658,BISHNUPUR,79,76,198,9
MANIPUR,BISHNUPUR,2018,8,13,0,12,2,12,8,5,9,1,10,0,17,53,30,19,8,5,6,0,2,17,0,7,1,2,0,4,113,364,BISHNUPUR,62,41,130,11
MANIPUR,BISHNUPUR,2019,6,34,3,26,1,25,30,14,13,0,4,0,8,122,81,24,7,6,0,3,2,9,0,5,2,7,5,0,310,747,BISHNUPUR,85,85,239,9
MANIPUR,BISHNUPUR,2019,9,12,1,14,2,12,8,5,10,1,8,0,18,52,29,19,8,5,7,1,2,16,1,8,1,1,0,3,119,372,BISHNUPUR,64,44,127,13
MANIPUR,BISHNUPUR,2020,4,34,2,29,3,28,36,18,17,0,2,0,12,140,93,27,8,5,0,1,1,8,1,3,2,8,6,0,374,862,BISHNUPUR,86,98,274,6
MANIPUR,BISHNUPUR,2020,12,13,0,13,2,14,9,6,10,0,8,0,19,59,28,19,10,5,8,1,3,15,0,6,3,0,0,3,116,382,BISHNUPUR,66,44,133,14
MANIPUR,BISHNUPUR,2021,4,33,2,33,3,34,42,20,21,1,1,0,13,157,104,26,7,6,0,0,0,7,1,3,2,7,8,0,389,924,BISHNUPUR,87,111,302,6
MANIPUR,BISHNUPUR,2021,14,16,0,14,3,14,9,7,12,0,7,2,21,58,27,18,12,5,9,3,4,14,1,6,5,0,0,4,116,401,BISHNUPUR,75,50,133,17
MANIPUR,BISHNUPUR,2022,5,34,5,37,4,40,50,23,24,0,2,0,12,195,120,29,6,6,1,0,0,6,3,2,1,8,7,0,448,1068,BISHNUPUR,96,125,358,7
MANIPUR,BISHNUPUR,2022,13,17,0,14,3,14,10,6,10,0,9,1,22,63,27,19,15,5,9,3,3,15,0,5,4,0,0,5,111,403,BISHNUPUR,79,46,141,17
MANIPUR,BISHNUPUR,2023,3,34,6,42,5,49,58,26,28,0,1,0,11,233,141,30,6,7,0,1,0,6,4,2,1,9,5,0,516,1224,BISHNUPUR,101,143,416,8
MANIPUR,BISHNUPUR,2023,12,19,0,14,4,14,9,9,9,0,11,2,23,64,28,23,15,5,9,2,1,15,0,4,6,0,1,3,116,418,BISHNUPUR,78,52,151,16
MANIPUR,CHANDEL,2001,7,7,0,0,0,0,1,1,0,16,0,4,2,1,0,1,0,1,1,0,1,13,0,0,0,0,0,0,20,76,CHANDEL,27,1,24,2
MANIPUR,CHANDEL,2002,9,4,0,0,0,0,9,0,9,0,0,5,2,6,0,6,0,3,2,1,1,19,0,0,0,0,0,4,33,113,CHANDEL,36,0,19,6
MANIPUR,CHANDEL,2003,17,6,0,0,0,0,3,1,2,0,0,1,0,5,1,4,5,1,0,0,4,10,0,0,0,0,0,0,31,91,CHANDEL,38,1,11,1
MANIPUR,CHANDEL,2004,6,13,0,1,0,1,1,0,1,0,0,0,5,4,0,4,0,0,0,1,0,1,0,0,0,0,0,0,32,70,CHANDEL,21,2,13,1
MANIPUR,CHANDEL,2005,20,10,0,0,0,0,1,0,1,4,0,2,2,3,0,3,0,2,3,0,11,5,0,2,0,0,0,0,24,93,CHANDEL,35,2,14,5
MANIPUR,CHANDEL,2006,14,12,0,2,0,2,2,0,2,0,1,2,1,6,1,5,2,0,2,1,4,4,0,1,0,0,0,0,17,81,CHANDEL,34,5,16,3
MANIPUR,CHANDEL,2007,16,17,0,0,0,0,2,0,2,0,3,0,2,7,1,6,2,0,3,0,3,13,0,0,0,0,0,1,19,97,CHANDEL,49,0,19,3
MANIPUR,CHANDEL,2008,13,10,0,0,0,0,2,0,2,0,2,0,2,3,0,3,0,0,1,0,4,20,0,0,0,0,0,0,17,79,CHANDEL,43,0,10,1
MANIPUR,CHANDEL,2009,6,31,0,0,0,0,0,0,0,0,13,0,3,3,1,2,2,1,1,0,2,2,0,0,0,0,0,0,16,83,CHANDEL,41,0,22,2
MANIPUR,CHANDEL,2010,3,5,0,0,0,0,1,0,1,0,15,0,1,1,1,0,1,0,0,0,10,4,0,0,0,0,0,0,18,61,CHANDEL,13,0,18,0
MANIPUR,CHANDEL,2011,2,8,0,1,0,1,0,0,0,0,12,0,1,5,1,4,1,0,0,0,2,5,0,0,0,0,0,0,26,69,CHANDEL,17,2,23,0
MANIPUR,CHANDEL,2012,7,12,0,0,0,0,5,1,4,0,6,0,0,4,1,3,2,0,2,0,4,3,0,1,0,0,0,0,22,77,CHANDEL,24,2,14,2
MANIPUR,CHANDEL,2013,10,4,0,1,0,1,3,2,1,0,6,0,3,4,0,4,0,0,0,0,2,3,0,0,0,0,0,1,16,61,CHANDEL,19,4,17,0
MANIPUR,CHANDEL,2014,10,12,0,1,0,1,6,0,5,0,6,2,1,4,2,2,1,1,2,0,5,3,0,1,0,0,0,0,25,90,CHANDEL,27,3,17,3
MANIPUR,CHANDEL,2014,9,4,1,1,1,1,4,3,1,0,6,1,2,3,0,4,0,0,0,1,3,3,0,0,0,0,0,2,15,65,CHANDEL,20,6,16,1
MANIPUR,CHANDEL,2015,10,10,1,1,0,2,8,0,4,0,6,2,2,6,3,3,2,1,2,1,6,5,0,1,0,1,0,0,29,106,CHANDEL,29,5,22,4
MANIPUR,CHANDEL,2015,10,4,0,2,2,2,2,3,1,0,6,0,1,4,0,4,0,1,0,0,3,4,1,0,1,3,0,1,14,69,CHANDEL,22,14,15,1
MANIPUR,CHANDEL,2016,12,10,0,1,0,3,9,1,6,0,6,2,0,7,3,5,1,2,2,2,7,7,0,1,1,1,1,1,35,126,CHANDEL,32,9,23,6
MANIPUR,CHANDEL,2016,11,4,0,4,4,2,3,4,1,0,7,0,1,4,0,4,0,0,0,0,3,4,3,2,2,2,0,1,14,80,CHANDEL,27,23,16,0
MANIPUR,CHANDEL,2017,14,8,0,2,0,5,8,1,6,0,5,1,0,10,3,6,1,2,2,3,8,9,0,1,2,0,1,2,41,141,CHANDEL,36,12,25,7
MANIPUR,CHANDEL,2017,11,4,0,2,5,1,2,6,5,1,8,1,1,4,0,4,0,1,0,1,4,5,4,2,4,2,0,3,14,95,CHANDEL,29,26,19,2
MANIPUR,CHANDEL,2018,15,8,0,1,0,3,8,0,6,0,5,2,0,12,2,7,1,3,3,2,10,11,1,2,3,0,1,2,43,151,CHANDEL,39,11,28,8
MANIPUR,CHANDEL,2018,9,2,1,4,5,0,3,4,4,0,9,2,2,3,0,3,1,0,0,2,5,6,2,0,4,4,0,4,14,93,CHANDEL,29,23,19,2
MANIPUR,CHANDEL,2019,15,8,2,2,1,3,7,0,7,0,5,0,0,14,3,7,1,3,3,3,12,13,0,3,3,0,1,1,48,165,CHANDEL,42,13,29,9
MANIPUR,CHANDEL,2019,11,3,2,4,5,1,5,5,3,1,9,3,1,3,0,1,0,1,1,2,4,6,3,0,5,2,0,5,15,101,CHANDEL,34,25,18,4
MANIPUR,CHANDEL,2020,17,7,2,0,1,4,7,1,8,0,4,1,0,14,2,8,1,3,2,3,14,16,0,3,2,1,0,0,52,173,CHANDEL,43,12,29,8
MANIPUR,CHANDEL,2020,11,3,2,4,8,1,4,4,3,0,9,3,1,4,0,1,0,2,0,2,5,6,2,1,3,2,0,4,15,100,CHANDEL,32,25,18,4
MANIPUR,CHANDEL,2021,18,7,2,1,2,5,9,1,9,0,4,1,1,18,3,10,2,3,1,2,16,18,0,5,4,2,0,0,54,198,CHANDEL,48,20,37,6
MANIPUR,CHANDEL,2021,11,3,2,6,8,2,3,5,3,1,9,5,0,4,0,0,0,4,1,3,7,6,1,1,3,0,0,3,16,107,CHANDEL,32,26,19,8
MANIPUR,CHANDEL,2022,17,6,1,2,2,5,11,1,10,1,5,1,0,19,3,12,3,4,1,2,18,21,0,5,4,1,0,0,62,217,CHANDEL,50,20,41,7
MANIPUR,CHANDEL,2022,13,4,2,7,8,3,1,5,5,3,7,5,0,3,0,0,0,4,3,3,7,4,1,2,4,0,0,2,18,114,CHANDEL,33,30,18,10
MANIPUR,CHANDEL,2023,17,6,1,2,2,7,14,0,12,2,4,1,0,22,3,15,1,5,1,2,22,24,0,5,5,1,0,1,64,239,CHANDEL,52,22,47,8
MANIPUR,CHANDEL,2023,13,3,1,8,9,2,0,5,6,4,6,5,0,5,0,0,0,3,4,3,6,5,0,2,5,1,0,1,18,115,CHANDEL,31,32,20,10
MANIPUR,CHURACHANDPUR,2001,35,21,0,1,0,1,0,0,0,0,0,0,4,12,1,11,0,0,3,3,3,3,0,0,0,0,0,0,47,145,CHURACHANDPUR,60,2,28,6
MANIPUR,CHURACHANDPUR,2002,30,11,0,0,0,0,19,1,18,0,0,0,4,4,0,4,2,0,0,1,2,6,0,1,0,0,0,0,28,131,CHURACHANDPUR,49,2,12,1
MANIPUR,CHURACHANDPUR,2003,14,21,0,0,0,0,4,0,4,0,0,0,3,16,0,16,0,0,1,0,0,4,0,2,0,0,0,0,32,117,CHURACHANDPUR,39,2,35,1
MANIPUR,CHURACHANDPUR,2004,26,18,2,0,0,0,7,1,6,0,0,0,3,8,0,8,0,0,1,1,0,0,0,0,0,0,0,0,54,135,CHURACHANDPUR,46,1,19,2
MANIPUR,CHURACHANDPUR,2005,49,25,1,0,0,0,4,1,3,0,0,0,4,11,1,10,1,3,3,1,1,4,0,2,0,0,0,0,66,190,CHURACHANDPUR,80,3,26,7
MANIPUR,CHURACHANDPUR,2006,43,30,1,20,0,20,1,0,1,0,6,0,5,23,0,23,0,0,1,0,6,8,0,5,0,0,0,1,114,308,CHURACHANDPUR,103,45,57,1
MANIPUR,CHURACHANDPUR,2007,28,5,0,1,0,1,6,1,5,0,0,0,11,46,3,43,2,1,4,1,0,1,0,0,0,0,0,0,51,210,CHURACHANDPUR,37,3,103,6
MANIPUR,CHURACHANDPUR,2008,18,5,1,2,0,2,5,0,5,0,2,0,9,14,6,8,0,0,6,1,2,2,0,0,0,0,0,0,64,152,CHURACHANDPUR,28,4,39,7
MANIPUR,CHURACHANDPUR,2009,15,10,0,3,0,3,4,3,1,0,3,0,2,10,4,6,0,0,5,0,2,0,0,1,0,0,0,0,33,105,CHURACHANDPUR,28,10,25,5
MANIPUR,CHURACHANDPUR,2010,12,3,0,1,0,1,4,0,4,0,8,0,3,12,6,6,5,0,2,0,2,3,0,0,0,0,0,0,35,107,CHURACHANDPUR,24,2,35,2
MANIPUR,CHURACHANDPUR,2011,7,1,0,0,0,0,7,3,4,0,11,0,5,12,7,5,0,1,1,0,1,9,0,0,0,1,0,0,15,90,CHURACHANDPUR,17,4,40,2
MANIPUR,CHURACHANDPUR,2012,8,6,0,1,0,1,6,1,5,0,29,0,4,19,7,12,2,2,6,0,0,7,0,1,0,1,0,0,28,146,CHURACHANDPUR,24,5,71,8
MANIPUR,CHURACHANDPUR,2013,8,8,0,0,0,0,5,3,2,0,21,0,8,20,12,8,2,0,6,0,3,7,0,2,0,0,0,0,16,131,CHURACHANDPUR,25,5,69,6
MANIPUR,CHURACHANDPUR,2014,6,9,1,0,0,2,6,1,5,1,33,0,4,22,7,15,1,2,7,0,0,10,0,1,0,2,0,1,27,163,CHURACHANDPUR,28,6,82,9
MANIPUR,CHURACHANDPUR,2014,9,8,0,0,1,1,3,5,2,2,20,0,9,23,12,6,4,2,7,0,3,6,1,1,0,1,0,1,16,143,CHURACHANDPUR,29,10,72,9
MANIPUR,CHURACHANDPUR,2015,5,9,1,0,1,2,8,0,8,0,35,1,6,26,10,18,3,2,7,0,0,11,0,0,0,2,0,0,26,181,CHURACHANDPUR,29,5,96,9
MANIPUR,CHURACHANDPUR,2015,9,10,0,0,1,2,3,4,0,2,23,0,10,23,13,7,3,3,8,0,2,5,0,0,0,1,0,0,17,146,CHURACHANDPUR,27,8,78,11
MANIPUR,CHURACHANDPUR,2016,6,8,2,0,1,3,8,0,13,1,39,2,8,30,12,19,3,1,10,1,0,12,1,0,0,2,0,0,24,206,CHURACHANDPUR,32,7,111,12
MANIPUR,CHURACHANDPUR,2016,9,9,0,1,1,3,4,5,0,2,22,0,10,24,15,7,2,5,7,0,1,4,0,2,1,3,1,0,18,156,CHURACHANDPUR,25,17,80,12
MANIPUR,CHURACHANDPUR,2017,5,8,1,1,2,3,9,0,17,1,50,3,10,33,14,21,3,0,10,1,0,13,4,0,1,3,2,1,24,240,CHURACHANDPUR,36,16,132,11
MANIPUR,CHURACHANDPUR,2017,8,10,0,4,0,2,4,8,0,1,23,1,9,24,16,7,1,6,6,1,1,6,0,3,1,3,2,0,18,165,CHURACHANDPUR,29,23,81,13
MANIPUR,CHURACHANDPUR,2018,5,7,2,1,2,1,10,1,22,3,58,2,13,40,16,26,4,0,10,2,0,14,3,0,2,4,4,0,22,274,CHURACHANDPUR,36,18,158,12
MANIPUR,CHURACHANDPUR,2018,10,10,1,3,0,3,5,8,0,0,23,1,9,26,18,6,1,8,6,0,1,5,0,3,1,4,3,0,19,174,CHURACHANDPUR,30,25,83,14
MANIPUR,CHURACHANDPUR,2019,5,6,2,0,2,1,13,1,26,5,70,2,15,49,19,30,3,0,10,2,1,17,4,0,0,3,5,0,19,310,CHURACHANDPUR,37,16,190,12
MANIPUR,CHURACHANDPUR,2019,11,8,3,3,0,2,6,8,0,0,23,0,10,25,19,5,1,7,7,0,0,4,0,3,2,3,3,0,21,174,CHURACHANDPUR,30,24,82,14
MANIPUR,CHURACHANDPUR,2020,2,7,2,0,1,1,18,2,29,6,83,2,19,61,21,35,3,0,10,1,0,19,6,0,0,4,5,0,17,354,CHURACHANDPUR,39,19,227,11
MANIPUR,CHURACHANDPUR,2020,14,8,1,4,1,2,6,10,0,1,24,1,10,27,20,7,2,6,9,2,1,5,0,2,2,4,2,0,21,192,CHURACHANDPUR,34,27,90,17
MANIPUR,CHURACHANDPUR,2021,3,8,3,0,0,0,20,1,35,8,97,2,22,74,22,39,3,1,11,1,1,18,7,0,1,4,5,0,16,402,CHURACHANDPUR,42,18,264,13
MANIPUR,CHURACHANDPUR,2021,14,8,1,4,2,1,6,10,0,3,24,1,10,27,21,7,1,7,10,2,0,5,1,1,1,5,1,0,21,194,CHURACHANDPUR,34,26,93,19
MANIPUR,CHURACHANDPUR,2022,2,10,4,0,0,1,25,1,42,7,121,2,26,81,25,43,4,2,12,2,1,21,8,0,2,4,7,0,15,468,CHURACHANDPUR,49,23,305,16
MANIPUR,CHURACHANDPUR,2022,17,8,0,7,0,3,7,10,1,2,25,1,10,29,23,8,2,7,9,1,1,4,2,1,1,6,1,0,22,208,CHURACHANDPUR,40,31,98,17
MANIPUR,CHURACHANDPUR,2023,3,7,4,2,0,2,28,1,52,7,143,1,30,92,31,50,3,3,14,2,1,24,9,0,2,5,7,0,15,538,CHURACHANDPUR,52,28,354,19
MANIPUR,CHURACHANDPUR,2023,15,10,1,6,1,3,5,9,1,1,26,0,10,28,26,8,2,6,9,3,2,5,1,1,2,6,1,0,21,209,CHURACHANDPUR,40,30,99,18
MANIPUR,CID,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,CID,0,0,0,2
MANIPUR,CID,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,CID,0,0,0,1
MANIPUR,CID,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,CID,0,0,0,2
MANIPUR,CID,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,CID,0,0,0,1
MANIPUR,CID,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,CID,0,0,0,2
MANIPUR,CID,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CID,0,0,0,0
MANIPUR,CID,2014,1,0,1,0,1,1,0,1,0,2,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,1,15,CID,3,4,4,3
MANIPUR,CID,2014,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,1,0,0,7,CID,1,3,1,0
MANIPUR,CID,2015,2,0,0,2,0,2,0,0,0,1,3,0,0,0,0,2,0,0,4,1,0,0,0,1,0,0,0,0,0,18,CID,4,5,6,5
MANIPUR,CID,2015,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,3,0,0,1,2,0,1,1,1,0,0,1,2,0,17,CID,4,4,7,3
MANIPUR,CID,2016,2,0,1,2,1,3,1,0,0,2,2,0,1,1,0,2,1,0,5,2,0,0,2,0,1,0,0,1,0,30,CID,9,9,8,7
MANIPUR,CID,2016,0,0,0,0,3,0,2,1,0,0,3,2,0,0,0,3,0,1,1,3,0,2,0,2,0,0,1,0,0,24,CID,2,7,8,5
MANIPUR,CID,2017,2,0,1,0,2,4,0,0,1,1,0,0,1,2,0,2,2,0,4,2,0,0,2,0,1,0,1,0,0,28,CID,7,10,6,6
MANIPUR,CID,2017,0,0,1,0,3,0,3,1,1,1,4,1,1,0,0,4,0,1,2,2,1,3,0,3,0,0,1,0,1,34,CID,4,8,11,5
MANIPUR,CID,2018,3,0,0,0,2,5,0,1,2,0,1,0,3,1,0,2,0,0,4,2,1,0,1,0,3,2,1,0,1,35,CID,4,15,7,6
MANIPUR,CID,2018,1,1,3,0,2,0,2,1,3,0,5,0,0,0,0,2,1,2,3,2,1,4,2,4,0,0,0,0,2,41,CID,12,9,7,7
MANIPUR,CID,2019,4,0,0,0,0,5,0,0,2,0,1,0,1,2,1,3,0,1,4,2,0,1,0,2,3,3,0,0,1,36,CID,5,13,8,7
MANIPUR,CID,2019,1,1,4,1,0,1,1,2,3,1,5,1,0,0,0,1,0,2,4,1,0,4,4,5,0,0,0,1,1,44,CID,16,13,8,7
