,report_number,date_reported,date_of_occurrence,city,crime_domain,crime_description,victim_age,victim_age_group,victim_gender,weapon_used,police_deployed,case_closed_flag,case_resolution_days
20911,20912,2022-05-22 21:00:00,2022-05-21 07:00:00,Patna,Other Crime,ILLEGAL POSSESSION,78,Senior,F,Explosives,4,0,
20912,20913,2022-05-24 01:00:00,2022-05-21 08:00:00,Surat,Fire Accident,ARSON,69,Senior,X,Blunt Object,18,1,107.0
20913,20914,2022-05-22 01:00:00,2022-05-21 09:00:00,Ahmedabad,Violent Crime,ASSAULT,62,Senior,X,Explosives,18,0,
20914,20915,2022-05-23 04:00:00,2022-05-21 10:00:00,Ludhiana,Other Crime,HOMICIDE,58,Middle Aged,F,Firearm,16,0,
20915,20916,2022-05-22 09:00:00,2022-05-21 11:00:00,Delhi,Other Crime,SHOPLIFTING,68,Senior,M,Poison,9,1,55.0
20916,20917,2022-05-24 09:00:00,2022-05-21 12:00:00,Jaipur,Violent Crime,SEXUAL ASSAULT,46,Middle Aged,F,UNKNOWN,16,0,
20917,20918,2022-05-24 11:00:00,2022-05-21 13:00:00,Pune,Violent Crime,ROBBERY,15,Minor,X,Firearm,9,0,
20918,20919,2022-05-22 14:00:00,2022-05-21 14:00:00,Mumbai,Other Crime,FRAUD,39,Adult,F,Firearm,4,0,
20919,20920,2022-05-23 08:00:00,2022-05-21 15:00:00,Lucknow,Fire Accident,ARSON,52,Middle Aged,X,Other,6,1,87.0
20920,20921,2022-05-23 09:00:00,2022-05-21 16:00:00,Faridabad,Violent Crime,IDENTITY THEFT,60,Middle Aged,F,Other,7,1,7.0
20921,20922,2022-05-24 10:00:00,2022-05-21 17:00:00,Mumbai,Other Crime,PUBLIC INTOXICATION,79,Senior,X,Blunt Object,3,0,
20922,20923,2022-05-23 16:00:00,2022-05-21 18:00:00,Chennai,Other Crime,COUNTERFEITING,59,Middle Aged,M,Poison,11,1,57.0
20923,20924,2022-05-23 20:00:00,2022-05-21 19:00:00,Pune,Fire Accident,ARSON,30,Young Adult,F,Blunt Object,5,0,
20924,20925,2022-05-22 16:00:00,2022-05-21 20:00:00,Bhopal,Other Crime,HOMICIDE,63,Senior,F,Firearm,13,0,
20925,20926,2022-05-24 16:00:00,2022-05-21 21:00:00,Ahmedabad,Violent Crime,VEHICLE - STOLEN,63,Senior,M,Knife,10,1,-138.0
20926,20927,2022-05-24 20:00:00,2022-05-21 22:00:00,Pune,Violent Crime,ROBBERY,46,Middle Aged,X,Blunt Object,4,1,-13.0
20927,20928,2022-05-24 17:00:00,2022-05-21 23:00:00,Delhi,Violent Crime,DOMESTIC VIOLENCE,20,Young Adult,F,Other,19,1,-136.0
20928,20929,2022-05-22 02:00:00,2022-05-22 00:00:00,Pune,Violent Crime,DOMESTIC VIOLENCE,38,Adult,F,Blunt Object,10,1,32.0
20929,20930,2022-05-24 09:00:00,2022-05-22 01:00:00,Mumbai,Traffic Fatality,TRAFFIC VIOLATION,29,Young Adult,F,Firearm,3,1,27.0
20930,20931,2022-05-24 10:00:00,2022-05-22 02:00:00,Delhi,Other Crime,BURGLARY,55,Middle Aged,F,Blunt Object,16,1,157.0
20931,20932,2022-05-23 09:00:00,2022-05-22 03:00:00,Bhopal,Other Crime,CYBERCRIME,62,Senior,X,Poison,16,1,88.0
20932,20933,2022-05-24 23:00:00,2022-05-22 04:00:00,Surat,Violent Crime,IDENTITY THEFT,39,Adult,X,Blunt Object,19,1,14.0
20933,20934,2022-05-24 06:00:00,2022-05-22 05:00:00,Delhi,Other Crime,CYBERCRIME,37,Adult,M,Explosives,16,0,
20934,20935,2022-05-23 10:00:00,2022-05-22 06:00:00,Visakhapatnam,Violent Crime,IDENTITY THEFT,39,Adult,X,Blunt Object,12,1,89.0
20935,20936,2022-05-24 14:00:00,2022-05-22 07:00:00,Ghaziabad,Violent Crime,IDENTITY THEFT,41,Adult,F,Explosives,5,0,
20936,20937,2022-05-23 16:00:00,2022-05-22 08:00:00,Nagpur,Other Crime,CYBERCRIME,51,Middle Aged,M,Blunt Object,14,0,
20937,20938,2022-05-22 12:00:00,2022-05-22 09:00:00,Nagpur,Other Crime,VANDALISM,68,Senior,M,Explosives,16,0,
20938,20939,2022-05-22 15:00:00,2022-05-22 10:00:00,Ludhiana,Other Crime,FRAUD,73,Senior,X,Other,11,1,88.0
20939,20940,2022-05-24 03:00:00,2022-05-22 11:00:00,Kolkata,Other Crime,KIDNAPPING,21,Young Adult,M,Knife,7,0,
20940,20941,2022-05-24 10:00:00,2022-05-22 12:00:00,Bangalore,Violent Crime,ROBBERY,45,Adult,M,Knife,7,1,169.0
20941,20942,2022-05-24 12:00:00,2022-05-22 13:00:00,Delhi,Other Crime,CYBERCRIME,65,Senior,X,UNKNOWN,11,0,
20942,20943,2022-05-23 15:00:00,2022-05-22 14:00:00,Ahmedabad,Fire Accident,FIREARM OFFENSE,17,Minor,F,Firearm,12,0,
20943,20944,2022-05-24 19:00:00,2022-05-22 15:00:00,Jaipur,Other Crime,CYBERCRIME,19,Young Adult,F,Other,10,0,
20944,20945,2022-05-22 18:00:00,2022-05-22 16:00:00,Ghaziabad,Fire Accident,FIREARM OFFENSE,64,Senior,F,Other,11,1,34.0
20945,20946,2022-05-22 22:00:00,2022-05-22 17:00:00,Patna,Other Crime,BURGLARY,78,Senior,X,Poison,7,1,84.0
20946,20947,2022-05-24 21:00:00,2022-05-22 18:00:00,Jaipur,Other Crime,SHOPLIFTING,58,Middle Aged,X,Explosives,14,1,74.0
20947,20948,2022-05-22 22:00:00,2022-05-22 19:00:00,Thane,Traffic Fatality,TRAFFIC VIOLATION,45,Adult,F,Firearm,16,0,
20948,20949,2022-05-24 22:00:00,2022-05-22 20:00:00,Hyderabad,Other Crime,BURGLARY,64,Senior,X,Firearm,7,1,116.0
20949,20950,2022-05-23 06:00:00,2022-05-22 21:00:00,Kalyan,Other Crime,DRUG OFFENSE,21,Young Adult,M,Explosives,10,1,38.0
20950,20951,2022-05-25 11:00:00,2022-05-22 22:00:00,Mumbai,Other Crime,PUBLIC INTOXICATION,60,Middle Aged,M,Explosives,6,0,
20951,20952,2022-05-23 20:00:00,2022-05-22 23:00:00,Kolkata,Other Crime,COUNTERFEITING,38,Adult,M,Explosives,4,1,30.0
20952,20953,2022-05-24 08:00:00,2022-05-23 00:00:00,Chennai,Other Crime,ILLEGAL POSSESSION,54,Middle Aged,F,Explosives,12,0,
20953,20954,2022-05-25 11:00:00,2022-05-23 01:00:00,Hyderabad,Violent Crime,ROBBERY,69,Senior,X,Other,19,1,67.0
20954,20955,2022-05-25 13:00:00,2022-05-23 02:00:00,Srinagar,Violent Crime,VEHICLE - STOLEN,36,Adult,X,UNKNOWN,19,1,-78.0
20955,20956,2022-05-25 09:00:00,2022-05-23 03:00:00,Bangalore,Other Crime,PUBLIC INTOXICATION,56,Middle Aged,X,Explosives,11,0,
20956,20957,2022-05-25 09:00:00,2022-05-23 04:00:00,Lucknow,Other Crime,KIDNAPPING,40,Adult,M,Explosives,14,1,24.0
20957,20958,2022-05-24 12:00:00,2022-05-23 05:00:00,Thane,Violent Crime,SEXUAL ASSAULT,54,Middle Aged,X,Firearm,15,0,
20958,20959,2022-05-23 09:00:00,2022-05-23 06:00:00,Pune,Other Crime,HOMICIDE,74,Senior,M,Explosives,12,0,
20959,20960,2022-05-23 12:00:00,2022-05-23 07:00:00,Nagpur,Violent Crime,DOMESTIC VIOLENCE,11,Minor,M,Other,7,0,
20960,20961,2022-05-24 08:00:00,2022-05-23 08:00:00,Kolkata,Other Crime,PUBLIC INTOXICATION,43,Adult,F,UNKNOWN,10,0,
20961,20962,2022-05-25 11:00:00,2022-05-23 09:00:00,Lucknow,Other Crime,VANDALISM,38,Adult,M,Knife,1,1,83.0
20962,20963,2022-05-24 15:00:00,2022-05-23 10:00:00,Kolkata,Violent Crime,ASSAULT,32,Adult,M,Other,6,0,
20963,20964,2022-05-23 15:00:00,2022-05-23 11:00:00,Ludhiana,Other Crime,KIDNAPPING,13,Minor,X,Firearm,5,1,25.0
20964,20965,2022-05-23 13:00:00,2022-05-23 12:00:00,Ahmedabad,Other Crime,PUBLIC INTOXICATION,28,Young Adult,X,Firearm,9,1,23.0
20965,20966,2022-05-25 16:00:00,2022-05-23 13:00:00,Kolkata,Violent Crime,DOMESTIC VIOLENCE,35,Adult,M,Explosives,15,1,-137.0
20966,20967,2022-05-25 22:00:00,2022-05-23 14:00:00,Lucknow,Violent Crime,DOMESTIC VIOLENCE,35,Adult,M,UNKNOWN,17,0,
20967,20968,2022-05-24 11:00:00,2022-05-23 15:00:00,Lucknow,Violent Crime,DOMESTIC VIOLENCE,13,Minor,M,Knife,18,0,
20968,20969,2022-05-25 07:00:00,2022-05-23 16:00:00,Mumbai,Violent Crime,DOMESTIC VIOLENCE,20,Young Adult,F,Blunt Object,18,0,
20969,20970,2022-05-25 20:00:00,2022-05-23 17:00:00,Indore,Other Crime,FRAUD,61,Senior,X,Blunt Object,15,1,-106.0
20970,20971,2022-05-26 05:00:00,2022-05-23 18:00:00,Lucknow,Other Crime,VANDALISM,47,Middle Aged,F,Blunt Object,15,0,
20971,20972,2022-05-26 04:00:00,2022-05-23 19:00:00,Jaipur,Violent Crime,SEXUAL ASSAULT,30,Young Adult,F,Explosives,12,1,572.0
20972,20973,2022-05-25 13:00:00,2022-05-23 20:00:00,Kanpur,Traffic Fatality,TRAFFIC VIOLATION,38,Adult,X,Blunt Object,8,1,-108.0
20973,20974,2022-05-25 22:00:00,2022-05-23 21:00:00,Bangalore,Other Crime,ILLEGAL POSSESSION,60,Middle Aged,X,Knife,7,0,
20974,20975,2022-05-25 00:00:00,2022-05-23 22:00:00,Surat,Other Crime,CYBERCRIME,31,Adult,M,UNKNOWN,14,1,89.0
20975,20976,2022-05-24 03:00:00,2022-05-23 23:00:00,Varanasi,Violent Crime,IDENTITY THEFT,26,Young Adult,X,Firearm,6,0,
20976,20977,2022-05-26 01:00:00,2022-05-24 00:00:00,Kolkata,Violent Crime,ASSAULT,48,Middle Aged,X,Other,1,0,
20977,20978,2022-05-24 11:00:00,2022-05-24 01:00:00,Delhi,Violent Crime,VEHICLE - STOLEN,43,Adult,X,Poison,13,0,
20978,20979,2022-05-26 02:00:00,2022-05-24 02:00:00,Delhi,Other Crime,PUBLIC INTOXICATION,13,Minor,X,Blunt Object,10,1,164.0
20979,20980,2022-05-24 11:00:00,2022-05-24 03:00:00,Kolkata,Violent Crime,IDENTITY THEFT,68,Senior,F,Other,2,1,43.0
20980,20981,2022-05-24 14:00:00,2022-05-24 04:00:00,Bangalore,Traffic Fatality,TRAFFIC VIOLATION,76,Senior,M,Knife,3,1,43.0
20981,20982,2022-05-25 14:00:00,2022-05-24 05:00:00,Chennai,Other Crime,PUBLIC INTOXICATION,14,Minor,X,Poison,5,1,1.0
20982,20983,2022-05-26 10:00:00,2022-05-24 06:00:00,Ghaziabad,Other Crime,VANDALISM,44,Adult,F,Other,13,0,
20983,20984,2022-05-26 04:00:00,2022-05-24 07:00:00,Kolkata,Other Crime,COUNTERFEITING,60,Middle Aged,F,Knife,6,1,103.0
20984,20985,2022-05-27 06:00:00,2022-05-24 08:00:00,Hyderabad,Traffic Fatality,TRAFFIC VIOLATION,37,Adult,X,Poison,14,1,28.0
20985,20986,2022-05-26 04:00:00,2022-05-24 09:00:00,Indore,Violent Crime,SEXUAL ASSAULT,74,Senior,X,Other,18,1,259.0
20986,20987,2022-05-27 00:00:00,2022-05-24 10:00:00,Bangalore,Traffic Fatality,TRAFFIC VIOLATION,26,Young Adult,M,Other,10,0,
20987,20988,2022-05-27 06:00:00,2022-05-24 11:00:00,Ludhiana,Other Crime,PUBLIC INTOXICATION,58,Middle Aged,F,Poison,4,0,
20988,20989,2022-05-26 13:00:00,2022-05-24 12:00:00,Nagpur,Other Crime,COUNTERFEITING,69,Senior,M,Firearm,15,1,83.0
20989,20990,2022-05-27 06:00:00,2022-05-24 13:00:00,Delhi,Other Crime,VANDALISM,22,Young Adult,M,Knife,17,0,
20990,20991,2022-05-27 10:00:00,2022-05-24 14:00:00,Kolkata,Other Crime,FRAUD,29,Young Adult,F,Poison,9,0,
20991,20992,2022-05-25 16:00:00,2022-05-24 15:00:00,Nashik,Other Crime,KIDNAPPING,50,Middle Aged,F,UNKNOWN,11,0,
20992,20993,2022-05-26 15:00:00,2022-05-24 16:00:00,Kanpur,Traffic Fatality,TRAFFIC VIOLATION,73,Senior,F,UNKNOWN,1,1,18.0
20993,20994,2022-05-25 18:00:00,2022-05-24 17:00:00,Vasai,Other Crime,KIDNAPPING,42,Adult,F,Explosives,13,0,
20994,20995,2022-05-27 05:00:00,2022-05-24 18:00:00,Delhi,Violent Crime,ASSAULT,18,Young Adult,F,UNKNOWN,4,1,27.0
20995,20996,2022-05-25 16:00:00,2022-05-24 19:00:00,Mumbai,Other Crime,FRAUD,32,Adult,F,Poison,14,0,
20996,20997,2022-05-25 21:00:00,2022-05-24 20:00:00,Hyderabad,Violent Crime,ASSAULT,16,Minor,X,Explosives,10,0,
20997,20998,2022-05-27 15:00:00,2022-05-24 21:00:00,Delhi,Other Crime,CYBERCRIME,43,Adult,X,Other,17,0,
20998,20999,2022-05-25 00:00:00,2022-05-24 22:00:00,Ghaziabad,Other Crime,CYBERCRIME,37,Adult,F,Blunt Object,9,1,42.0
20999,21000,2022-05-25 19:00:00,2022-05-24 23:00:00,Kolkata,Fire Accident,ARSON,25,Young Adult,X,Firearm,14,0,
21000,21001,2022-05-25 04:00:00,2022-05-25 00:00:00,Bangalore,Other Crime,PUBLIC INTOXICATION,45,Adult,M,Blunt Object,5,0,
21001,21002,2022-05-26 01:00:00,2022-05-25 01:00:00,Chennai,Other Crime,HOMICIDE,29,Young Adult,M,Knife,15,0,
21002,21003,2022-05-26 19:00:00,2022-05-25 02:00:00,Jaipur,Violent Crime,SEXUAL ASSAULT,32,Adult,X,Knife,11,1,517.0
21003,21004,2022-05-26 18:00:00,2022-05-25 03:00:00,Ahmedabad,Violent Crime,ROBBERY,71,Senior,X,Other,14,1,111.0
21004,21005,2022-05-27 07:00:00,2022-05-25 04:00:00,Patna,Violent Crime,ASSAULT,32,Adult,M,Other,11,0,
21005,21006,2022-05-25 07:00:00,2022-05-25 05:00:00,Bhopal,Other Crime,CYBERCRIME,62,Senior,F,Knife,17,0,
21006,21007,2022-05-26 14:00:00,2022-05-25 06:00:00,Jaipur,Violent Crime,ROBBERY,45,Adult,X,UNKNOWN,11,0,
21007,21008,2022-05-27 15:00:00,2022-05-25 07:00:00,Kolkata,Fire Accident,ARSON,32,Adult,X,Blunt Object,4,1,103.0
21008,21009,2022-05-26 15:00:00,2022-05-25 08:00:00,Hyderabad,Traffic Fatality,TRAFFIC VIOLATION,68,Senior,X,Firearm,14,0,
21009,21010,2022-05-27 00:00:00,2022-05-25 09:00:00,Bangalore,Other Crime,HOMICIDE,44,Adult,X,Other,15,0,
21010,21011,2022-05-28 08:00:00,2022-05-25 10:00:00,Nagpur,Fire Accident,FIREARM OFFENSE,44,Adult,M,Firearm,4,1,47.0
21011,21012,2022-05-27 00:00:00,2022-05-25 11:00:00,Jaipur,Violent Crime,SEXUAL ASSAULT,66,Senior,X,Firearm,7,0,
21012,21013,2022-05-27 01:00:00,2022-05-25 12:00:00,Surat,Fire Accident,ARSON,27,Young Adult,F,Knife,8,1,133.0
21013,21014,2022-05-28 00:00:00,2022-05-25 13:00:00,Bhopal,Other Crime,ILLEGAL POSSESSION,65,Senior,M,Firearm,12,0,
21014,21015,2022-05-26 14:00:00,2022-05-25 14:00:00,Chennai,Violent Crime,VEHICLE - STOLEN,60,Middle Aged,X,Blunt Object,9,1,19.0
21015,21016,2022-05-26 09:00:00,2022-05-25 15:00:00,Delhi,Other Crime,DRUG OFFENSE,74,Senior,M,Explosives,10,1,52.0
21016,21017,2022-05-25 17:00:00,2022-05-25 16:00:00,Chennai,Other Crime,DRUG OFFENSE,44,Adult,M,Knife,17,0,
21017,21018,2022-05-27 18:00:00,2022-05-25 17:00:00,Agra,Violent Crime,IDENTITY THEFT,37,Adult,M,Other,2,0,
21018,21019,2022-05-27 09:00:00,2022-05-25 18:00:00,Jaipur,Other Crime,FRAUD,34,Adult,M,Blunt Object,5,0,
21019,21020,2022-05-26 03:00:00,2022-05-25 19:00:00,Kanpur,Other Crime,FRAUD,52,Middle Aged,X,Blunt Object,4,0,
21020,21021,2022-05-26 08:00:00,2022-05-25 20:00:00,Chennai,Violent Crime,ROBBERY,20,Young Adult,F,Blunt Object,19,1,89.0
21021,21022,2022-05-28 08:00:00,2022-05-25 21:00:00,Kanpur,Other Crime,PUBLIC INTOXICATION,79,Senior,X,Poison,14,0,
21022,21023,2022-05-26 08:00:00,2022-05-25 22:00:00,Visakhapatnam,Other Crime,CYBERCRIME,36,Adult,M,Knife,19,1,85.0
21023,21024,2022-05-27 12:00:00,2022-05-25 23:00:00,Delhi,Violent Crime,DOMESTIC VIOLENCE,77,Senior,M,Poison,11,0,
21024,21025,2022-05-27 14:00:00,2022-05-26 00:00:00,Thane,Violent Crime,IDENTITY THEFT,39,Adult,X,Poison,1,1,51.0
21025,21026,2022-05-27 12:00:00,2022-05-26 01:00:00,Delhi,Other Crime,BURGLARY,72,Senior,M,Poison,7,1,155.0
21026,21027,2022-05-28 15:00:00,2022-05-26 02:00:00,Kolkata,Other Crime,HOMICIDE,66,Senior,X,Blunt Object,12,0,
21027,21028,2022-05-28 04:00:00,2022-05-26 03:00:00,Mumbai,Other Crime,CYBERCRIME,40,Adult,F,Poison,1,1,81.0
21028,21029,2022-05-27 02:00:00,2022-05-26 04:00:00,Bangalore,Other Crime,EXTORTION,72,Senior,M,Poison,1,0,
21029,21030,2022-05-26 06:00:00,2022-05-26 05:00:00,Mumbai,Traffic Fatality,TRAFFIC VIOLATION,51,Middle Aged,X,Firearm,6,1,72.0
21030,21031,2022-05-28 15:00:00,2022-05-26 06:00:00,Pune,Violent Crime,ROBBERY,75,Senior,F,Knife,18,1,72.0
21031,21032,2022-05-29 03:00:00,2022-05-26 07:00:00,Lucknow,Other Crime,FRAUD,68,Senior,X,Other,7,1,89.0
21032,21033,2022-05-27 04:00:00,2022-05-26 08:00:00,Hyderabad,Other Crime,DRUG OFFENSE,28,Young Adult,F,Blunt Object,18,1,71.0
21033,21034,2022-05-26 10:00:00,2022-05-26 09:00:00,Delhi,Other Crime,COUNTERFEITING,73,Senior,X,Firearm,4,1,-109.0
21034,21035,2022-05-29 05:00:00,2022-05-26 10:00:00,Delhi,Other Crime,HOMICIDE,78,Senior,F,Blunt Object,15,0,
21035,21036,2022-05-26 18:00:00,2022-05-26 11:00:00,Chennai,Other Crime,DRUG OFFENSE,38,Adult,X,Knife,7,1,12.0
21036,21037,2022-05-28 04:00:00,2022-05-26 12:00:00,Delhi,Other Crime,EXTORTION,16,Minor,X,UNKNOWN,18,1,53.0
21037,21038,2022-05-26 21:00:00,2022-05-26 13:00:00,Jaipur,Other Crime,BURGLARY,77,Senior,X,Firearm,2,1,147.0
21038,21039,2022-05-28 08:00:00,2022-05-26 14:00:00,Mumbai,Other Crime,ILLEGAL POSSESSION,58,Middle Aged,X,Poison,12,1,133.0
21039,21040,2022-05-29 08:00:00,2022-05-26 15:00:00,Thane,Fire Accident,FIREARM OFFENSE,44,Adult,X,UNKNOWN,17,1,47.0
21040,21041,2022-05-28 22:00:00,2022-05-26 16:00:00,Kolkata,Traffic Fatality,TRAFFIC VIOLATION,72,Senior,F,Blunt Object,11,0,
21041,21042,2022-05-27 16:00:00,2022-05-26 17:00:00,Chennai,Fire Accident,FIREARM OFFENSE,30,Young Adult,M,Explosives,7,0,
21042,21043,2022-05-27 10:00:00,2022-05-26 18:00:00,Ghaziabad,Other Crime,KIDNAPPING,22,Young Adult,X,UNKNOWN,13,1,195.0
21043,21044,2022-05-29 18:00:00,2022-05-26 19:00:00,Hyderabad,Other Crime,BURGLARY,32,Adult,X,Knife,17,1,120.0
21044,21045,2022-05-27 09:00:00,2022-05-26 20:00:00,Bhopal,Fire Accident,ARSON,15,Minor,M,Blunt Object,17,1,193.0
21045,21046,2022-05-27 20:00:00,2022-05-26 21:00:00,Hyderabad,Fire Accident,ARSON,38,Adult,X,Blunt Object,14,0,
21046,21047,2022-05-29 14:00:00,2022-05-26 22:00:00,Bangalore,Other Crime,FRAUD,58,Middle Aged,F,Poison,14,1,49.0
21047,21048,2022-05-29 02:00:00,2022-05-26 23:00:00,Bangalore,Violent Crime,SEXUAL ASSAULT,24,Young Adult,X,Knife,2,0,
21048,21049,2022-05-27 22:00:00,2022-05-27 00:00:00,Chennai,Other Crime,CYBERCRIME,71,Senior,M,Firearm,2,1,50.0
21049,21050,2022-05-29 17:00:00,2022-05-27 01:00:00,Delhi,Other Crime,ILLEGAL POSSESSION,31,Adult,M,Explosives,16,0,
21050,21051,2022-05-29 11:00:00,2022-05-27 02:00:00,Pune,Violent Crime,VEHICLE - STOLEN,45,Adult,X,Firearm,19,0,
21051,21052,2022-05-30 00:00:00,2022-05-27 03:00:00,Meerut,Violent Crime,IDENTITY THEFT,77,Senior,F,Blunt Object,15,0,
21052,21053,2022-05-29 14:00:00,2022-05-27 04:00:00,Ahmedabad,Other Crime,BURGLARY,74,Senior,F,Blunt Object,10,1,88.0
21053,21054,2022-05-28 21:00:00,2022-05-27 05:00:00,Chennai,Violent Crime,ASSAULT,69,Senior,X,Explosives,7,1,56.0
21054,21055,2022-05-28 17:00:00,2022-05-27 06:00:00,Kolkata,Violent Crime,ROBBERY,33,Adult,F,Firearm,12,1,153.0
21055,21056,2022-05-27 15:00:00,2022-05-27 07:00:00,Surat,Violent Crime,DOMESTIC VIOLENCE,16,Minor,X,Explosives,6,0,
21056,21057,2022-05-27 22:00:00,2022-05-27 08:00:00,Delhi,Other Crime,COUNTERFEITING,16,Minor,M,Blunt Object,1,1,104.0
21057,21058,2022-05-30 00:00:00,2022-05-27 09:00:00,Hyderabad,Traffic Fatality,TRAFFIC VIOLATION,42,Adult,X,Knife,17,0,
21058,21059,2022-05-28 15:00:00,2022-05-27 10:00:00,Chennai,Violent Crime,ASSAULT,52,Middle Aged,X,Knife,12,0,
21059,21060,2022-05-29 18:00:00,2022-05-27 11:00:00,Delhi,Violent Crime,VEHICLE - STOLEN,76,Senior,F,Explosives,18,0,
21060,21061,2022-05-27 16:00:00,2022-05-27 12:00:00,Hyderabad,Other Crime,ILLEGAL POSSESSION,30,Young Adult,F,Blunt Object,10,1,85.0
21061,21062,2022-05-27 14:00:00,2022-05-27 13:00:00,Bangalore,Violent Crime,ASSAULT,11,Minor,F,Blunt Object,8,0,
21062,21063,2022-05-28 18:00:00,2022-05-27 14:00:00,Bangalore,Traffic Fatality,TRAFFIC VIOLATION,66,Senior,F,Blunt Object,13,0,
21063,21064,2022-05-28 13:00:00,2022-05-27 15:00:00,Delhi,Fire Accident,ARSON,31,Adult,M,Knife,17,0,
21064,21065,2022-05-28 12:00:00,2022-05-27 16:00:00,Ghaziabad,Violent Crime,IDENTITY THEFT,28,Young Adult,M,Poison,18,0,
21065,21066,2022-05-29 14:00:00,2022-05-27 17:00:00,Jaipur,Traffic Fatality,TRAFFIC VIOLATION,35,Adult,F,Poison,18,1,29.0
21066,21067,2022-05-30 11:00:00,2022-05-27 18:00:00,Lucknow,Other Crime,KIDNAPPING,68,Senior,X,Poison,6,1,190.0
21067,21068,2022-05-27 22:00:00,2022-05-27 19:00:00,Hyderabad,Other Crime,HOMICIDE,44,Adult,M,Poison,10,0,
21068,21069,2022-05-28 11:00:00,2022-05-27 20:00:00,Meerut,Fire Accident,FIREARM OFFENSE,65,Senior,F,Blunt Object,19,0,
21069,21070,2022-05-27 22:00:00,2022-05-27 21:00:00,Jaipur,Fire Accident,ARSON,17,Minor,X,Knife,19,1,-20.0
21070,21071,2022-05-28 16:00:00,2022-05-27 22:00:00,Ahmedabad,Other Crime,DRUG OFFENSE,68,Senior,M,Knife,5,1,103.0
21071,21072,2022-05-28 12:00:00,2022-05-27 23:00:00,Lucknow,Violent Crime,ASSAULT,45,Adult,M,UNKNOWN,14,0,
21072,21073,2022-05-29 01:00:00,2022-05-28 00:00:00,Delhi,Violent Crime,ROBBERY,25,Young Adult,M,Knife,19,0,
21073,21074,2022-05-30 15:00:00,2022-05-28 01:00:00,Agra,Fire Accident,ARSON,37,Adult,M,Firearm,18,0,
21074,21075,2022-05-30 15:00:00,2022-05-28 02:00:00,Jaipur,Other Crime,EXTORTION,78,Senior,X,Knife,9,0,
21075,21076,2022-05-29 12:00:00,2022-05-28 03:00:00,Delhi,Violent Crime,SEXUAL ASSAULT,27,Young Adult,X,Knife,8,0,
21076,21077,2022-05-29 04:00:00,2022-05-28 04:00:00,Delhi,Fire Accident,FIREARM OFFENSE,19,Young Adult,F,Explosives,7,1,100.0
21077,21078,2022-05-30 03:00:00,2022-05-28 05:00:00,Mumbai,Violent Crime,IDENTITY THEFT,54,Middle Aged,X,Other,12,0,
21078,21079,2022-05-30 16:00:00,2022-05-28 06:00:00,Mumbai,Other Crime,COUNTERFEITING,61,Senior,F,Poison,17,1,85.0
21079,21080,2022-05-30 03:00:00,2022-05-28 07:00:00,Visakhapatnam,Other Crime,VANDALISM,64,Senior,X,Blunt Object,9,0,
21080,21081,2022-05-29 17:00:00,2022-05-28 08:00:00,Kanpur,Other Crime,SHOPLIFTING,30,Young Adult,X,Poison,7,1,18.0
21081,21082,2022-05-28 20:00:00,2022-05-28 09:00:00,Chennai,Other Crime,BURGLARY,68,Senior,X,Firearm,1,1,119.0
21082,21083,2022-05-28 21:00:00,2022-05-28 10:00:00,Mumbai,Other Crime,HOMICIDE,13,Minor,M,Other,12,1,702.0
21083,21084,2022-05-30 19:00:00,2022-05-28 11:00:00,Hyderabad,Violent Crime,DOMESTIC VIOLENCE,75,Senior,M,Other,7,0,
21084,21085,2022-05-28 22:00:00,2022-05-28 12:00:00,Delhi,Other Crime,EXTORTION,30,Young Adult,M,Other,16,0,
21085,21086,2022-05-29 12:00:00,2022-05-28 13:00:00,Delhi,Traffic Fatality,TRAFFIC VIOLATION,14,Minor,M,UNKNOWN,5,1,25.0
21086,21087,2022-05-30 08:00:00,2022-05-28 14:00:00,Chennai,Violent Crime,ASSAULT,72,Senior,F,Firearm,12,1,-111.0
21087,21088,2022-05-29 03:00:00,2022-05-28 15:00:00,Bangalore,Violent Crime,ROBBERY,76,Senior,F,Other,3,0,
21088,21089,2022-05-31 03:00:00,2022-05-28 16:00:00,Visakhapatnam,Other Crime,PUBLIC INTOXICATION,26,Young Adult,M,Firearm,2,1,-145.0
21089,21090,2022-05-29 06:00:00,2022-05-28 17:00:00,Bangalore,Other Crime,DRUG OFFENSE,50,Middle Aged,F,UNKNOWN,15,0,
21090,21091,2022-05-30 22:00:00,2022-05-28 18:00:00,Bangalore,Other Crime,PUBLIC INTOXICATION,74,Senior,X,Blunt Object,14,1,99.0
21091,21092,2022-05-30 13:00:00,2022-05-28 19:00:00,Patna,Other Crime,VANDALISM,76,Senior,F,Poison,1,1,53.0
21092,21093,2022-05-31 03:00:00,2022-05-28 20:00:00,Agra,Other Crime,EXTORTION,27,Young Adult,F,Other,14,1,85.0
21093,21094,2022-05-29 12:00:00,2022-05-28 21:00:00,Chennai,Other Crime,FRAUD,26,Young Adult,X,Firearm,7,0,
21094,21095,2022-05-30 20:00:00,2022-05-28 22:00:00,Vasai,Other Crime,FRAUD,33,Adult,M,Knife,3,0,
21095,21096,2022-05-29 11:00:00,2022-05-28 23:00:00,Mumbai,Other Crime,EXTORTION,69,Senior,X,Firearm,9,1,60.0
21096,21097,2022-05-29 20:00:00,2022-05-29 00:00:00,Ahmedabad,Violent Crime,DOMESTIC VIOLENCE,44,Adult,F,Other,2,1,18.0
